Year of Date,Month of Date,Measure Names,Site,Measure Values
2009,February,Average DO (mg/L),Site 07,11.40333333
2009,January,Average DO (mg/L),Site 07,11.60666667
2009,December,Average DO (mg/L),Site 06,16.95666667
2009,November,Average DO (mg/L),Site 06,11.73
2009,October,Average DO (mg/L),Site 06,11.11666667
2009,September,Average DO (mg/L),Site 06,10.17333333
2009,August,Average DO (mg/L),Site 06,6.71
2009,July,Average DO (mg/L),Site 06,9.03
2009,June,Average DO (mg/L),Site 06,10.20666667
2009,May,Average DO (mg/L),Site 06,11.61333333
2009,April,Average DO (mg/L),Site 06,11.13333333
2009,March,Average DO (mg/L),Site 06,11.32666667
2009,February,Average DO (mg/L),Site 06,13.92333333
2009,January,Average DO (mg/L),Site 06,13.97666667
2009,December,Average DO (mg/L),Site 05,12.71666667
2009,November,Average DO (mg/L),Site 05,12.09333333
2009,October,Average DO (mg/L),Site 05,11.05333333
2009,September,Average DO (mg/L),Site 05,10.17
2009,August,Average DO (mg/L),Site 05,9.71
2009,July,Average DO (mg/L),Site 05,10.42
2009,June,Average DO (mg/L),Site 05,9.75
2009,May,Average DO (mg/L),Site 05,9.963333333
2009,April,Average DO (mg/L),Site 05,10.76
2009,March,Average DO (mg/L),Site 05,11.33666667
2009,February,Average DO (mg/L),Site 05,12.3
2009,January,Average DO (mg/L),Site 05,13.93666667
2009,December,Average DO (mg/L),Site 04,10.93
2009,November,Average DO (mg/L),Site 04,10.51
2009,October,Average DO (mg/L),Site 04,10.95
2009,September,Average DO (mg/L),Site 04,10.31333333
2009,August,Average DO (mg/L),Site 04,10.23333333
2009,July,Average DO (mg/L),Site 04,10.34666667
2009,June,Average DO (mg/L),Site 04,9.206666667
2009,May,Average DO (mg/L),Site 04,9.426666667
2009,April,Average DO (mg/L),Site 04,9.606666667
2009,March,Average DO (mg/L),Site 04,11.22666667
2009,February,Average DO (mg/L),Site 04,11.46
2009,January,Average DO (mg/L),Site 04,10.59666667
2009,December,Average DO (mg/L),Site 03,13.37666667
2009,November,Average DO (mg/L),Site 03,11.40333333
2009,October,Average DO (mg/L),Site 03,10.7
2009,September,Average DO (mg/L),Site 03,10.6
2009,August,Average DO (mg/L),Site 03,10.14666667
2009,July,Average DO (mg/L),Site 03,10.23
2009,June,Average DO (mg/L),Site 03,20.01
2009,May,Average DO (mg/L),Site 03,10.27666667
2009,April,Average DO (mg/L),Site 03,10.50666667
2009,March,Average DO (mg/L),Site 03,11.7
2009,February,Average DO (mg/L),Site 03,11.18666667
2009,January,Average DO (mg/L),Site 03,12.63
2009,December,Average DO (mg/L),Site 02,13.50666667
2009,November,Average DO (mg/L),Site 02,11.54
2009,October,Average DO (mg/L),Site 02,10.37333333
2009,September,Average DO (mg/L),Site 02,10.57333333
2009,August,Average DO (mg/L),Site 02,10.28333333
2009,July,Average DO (mg/L),Site 02,9.87
2009,June,Average DO (mg/L),Site 02,9.536666667
2009,May,Average DO (mg/L),Site 02,10.4
2009,April,Average DO (mg/L),Site 02,10.38333333
2009,March,Average DO (mg/L),Site 02,11.47666667
2009,February,Average DO (mg/L),Site 02,12.2
2009,January,Average DO (mg/L),Site 02,11.54666667
2009,December,Average DO (mg/L),Site 01,13.61333333
2009,November,Average DO (mg/L),Site 01,15.19666667
2009,October,Average DO (mg/L),Site 01,13.88333333
2009,September,Average DO (mg/L),Site 01,10.32666667
2009,August,Average DO (mg/L),Site 01,12.77
2009,July,Average DO (mg/L),Site 01,9.43
2009,June,Average DO (mg/L),Site 01,13.12
2009,May,Average DO (mg/L),Site 01,15.66333333
2009,April,Average DO (mg/L),Site 01,16.34333333
2009,March,Average DO (mg/L),Site 01,14.35333333
2009,February,Average DO (mg/L),Site 01,12.81
2009,January,Average DO (mg/L),Site 01,12.54666667
2009,December,Average DO%,Site 16,97.4
2009,October,Average DO%,Site 16,95.26666667
2009,September,Average DO%,Site 16,94.83333333
2009,August,Average DO%,Site 16,93.16666667
2009,July,Average DO%,Site 16,90.03333333
2009,June,Average DO%,Site 16,95.23333333
2009,May,Average DO%,Site 16,101.6666667
2009,April,Average DO%,Site 16,97.13333333
2009,March,Average DO%,Site 16,102.2666667
2009,February,Average DO%,Site 16,111.3666667
2009,January,Average DO%,Site 16,103.3333333
2009,December,Average DO%,Site 15,94.6
2009,October,Average DO%,Site 15,96.86666667
2009,September,Average DO%,Site 15,85.06666667
2009,August,Average DO%,Site 15,99.6
2009,July,Average DO%,Site 15,103.8333333
2009,June,Average DO%,Site 15,93.23666667
2009,May,Average DO%,Site 15,93.76666667
2009,April,Average DO%,Site 15,91.96666667
2009,March,Average DO%,Site 15,98.13333333
2009,February,Average DO%,Site 15,103.3666667
2009,January,Average DO%,Site 15,97.5
2009,December,Average DO%,Site 13,92
2009,October,Average DO%,Site 13,89.9
2009,September,Average DO%,Site 13,90.46666667
2009,August,Average DO%,Site 13,92.8
2009,July,Average DO%,Site 13,89.7
2009,June,Average DO%,Site 13,90.1
2009,May,Average DO%,Site 13,91.9
2009,April,Average DO%,Site 13,90
2009,March,Average DO%,Site 13,92.5
2009,February,Average DO%,Site 13,90.53333333
2009,January,Average DO%,Site 13,89.33333333
2009,December,Average DO%,Site 12,92.53333333
2009,October,Average DO%,Site 12,91.13333333
2009,September,Average DO%,Site 12,92.33333333
2009,August,Average DO%,Site 12,97.8
2009,July,Average DO%,Site 12,98.86666667
2009,June,Average DO%,Site 12,95.3
2009,May,Average DO%,Site 12,91.06666667
2009,April,Average DO%,Site 12,93.56666667
2009,March,Average DO%,Site 12,95.83333333
2009,February,Average DO%,Site 12,95.9
2009,January,Average DO%,Site 12,93.16666667
2009,December,Average DO%,Site 11,108
2009,October,Average DO%,Site 11,90.26666667
2009,September,Average DO%,Site 11,86.5
2009,August,Average DO%,Site 11,93.43333333
2009,July,Average DO%,Site 11,103
2009,June,Average DO%,Site 11,103.2
2009,May,Average DO%,Site 11,94.63333333
2009,April,Average DO%,Site 11,98
2009,March,Average DO%,Site 11,97.53333333
2009,February,Average DO%,Site 11,
2009,January,Average DO%,Site 11,116
2009,December,Average DO%,Site 10,100.7
2009,October,Average DO%,Site 10,98.8
2009,September,Average DO%,Site 10,111.8
2009,August,Average DO%,Site 10,92.83333333
2009,July,Average DO%,Site 10,105.7333333
2009,June,Average DO%,Site 10,131
2009,May,Average DO%,Site 10,99.1
2009,April,Average DO%,Site 10,99.1
2009,March,Average DO%,Site 10,100.1
2009,February,Average DO%,Site 10,105.0666667
2009,January,Average DO%,Site 10,108.2
2009,December,Average DO%,Site 09,145.4333333
2009,October,Average DO%,Site 09,153.4333333
2009,September,Average DO%,Site 09,113.7
2009,August,Average DO%,Site 09,116.3666667
2009,July,Average DO%,Site 09,99.4
2009,June,Average DO%,Site 09,154.4666667
2009,May,Average DO%,Site 09,101.9
2009,April,Average DO%,Site 09,124.1666667
2009,March,Average DO%,Site 09,108.8333333
2009,February,Average DO%,Site 09,100.1333333
2009,January,Average DO%,Site 09,
2009,December,Average DO%,Site 08,99.26666667
2009,November,Average DO%,Site 08,95.23333333
2009,October,Average DO%,Site 08,97.1
2009,September,Average DO%,Site 08,100.3
2009,August,Average DO%,Site 08,114.3333333
2009,July,Average DO%,Site 08,108.1
2009,June,Average DO%,Site 08,110.7333333
2009,May,Average DO%,Site 08,98.66666667
2009,April,Average DO%,Site 08,95
2009,March,Average DO%,Site 08,99.46666667
2009,February,Average DO%,Site 08,109.7333333
2009,January,Average DO%,Site 08,
2009,December,Average DO%,Site 07,97.26666667
2009,November,Average DO%,Site 07,93.4
2009,October,Average DO%,Site 07,98.53333333
2009,September,Average DO%,Site 07,97.9
2009,August,Average DO%,Site 07,129.1333333
2009,July,Average DO%,Site 07,80.53333333
2009,June,Average DO%,Site 07,100.0333333
2009,May,Average DO%,Site 07,103.0333333
2009,April,Average DO%,Site 07,96.76666667
2009,March,Average DO%,Site 07,95.5
2009,February,Average DO%,Site 07,96.83333333
2009,January,Average DO%,Site 07,91.92666667
2009,December,Average DO%,Site 06,123.3333333
2009,November,Average DO%,Site 06,96.46666667
2009,October,Average DO%,Site 06,100.1666667
2009,September,Average DO%,Site 06,103.9
2009,August,Average DO%,Site 06,75.16666667
2009,July,Average DO%,Site 06,100.3
2009,June,Average DO%,Site 06,108.4666667
2009,May,Average DO%,Site 06,108.6666667
2009,April,Average DO%,Site 06,104.9333333
2009,March,Average DO%,Site 06,101.5666667
2009,February,Average DO%,Site 06,106.5
2009,January,Average DO%,Site 06,109.4333333
2009,December,Average DO%,Site 05,90.7
2009,November,Average DO%,Site 05,91.46666667
2009,October,Average DO%,Site 05,93.7
2009,September,Average DO%,Site 05,99.3
2009,August,Average DO%,Site 05,102.8666667
2009,July,Average DO%,Site 05,98.33333333
2009,June,Average DO%,Site 05,97.13333333
2009,May,Average DO%,Site 05,92.56666667
2009,April,Average DO%,Site 05,95.06666667
2009,March,Average DO%,Site 05,96.46666667
2009,February,Average DO%,Site 05,96.16666667
2009,January,Average DO%,Site 05,104.3666667
2009,December,Average DO%,Site 04,90.83333333
2009,November,Average DO%,Site 04,93.86666667
2009,October,Average DO%,Site 04,95.96666667
2009,September,Average DO%,Site 04,97
2009,August,Average DO%,Site 04,98.03333333
2009,July,Average DO%,Site 04,96.26666667
2009,June,Average DO%,Site 04,93.4
2009,May,Average DO%,Site 04,92.96666667
2009,April,Average DO%,Site 04,90.06666667
2009,March,Average DO%,Site 04,97.46666667
2009,February,Average DO%,Site 04,91.26666667
2009,January,Average DO%,Site 04,84.83333333
2009,December,Average DO%,Site 03,98.86666667
2009,November,Average DO%,Site 03,91.83333333
2009,October,Average DO%,Site 03,93.6
2009,September,Average DO%,Site 03,101.3666667
2009,August,Average DO%,Site 03,94.46666667
2009,July,Average DO%,Site 03,92.26666667
2009,June,Average DO%,Site 03,188.13333334
2009,May,Average DO%,Site 03,94.3
2009,April,Average DO%,Site 03,92.96666667
2009,March,Average DO%,Site 03,93.3
2009,February,Average DO%,Site 03,92.03333333
2009,January,Average DO%,Site 03,94.76666667
2009,December,Average DO%,Site 02,95.53333333
2009,November,Average DO%,Site 02,91.5
2009,October,Average DO%,Site 02,93.1
2009,September,Average DO%,Site 02,98.76666667
2009,August,Average DO%,Site 02,98.8
2009,July,Average DO%,Site 02,97.4
2009,June,Average DO%,Site 02,94.93333333
2009,May,Average DO%,Site 02,98.56666667
2009,April,Average DO%,Site 02,98.9
2009,March,Average DO%,Site 02,98.93333333
2009,February,Average DO%,Site 02,99.96666667
2009,January,Average DO%,Site 02,88.83333333
2009,December,Average DO%,Site 01,105.8333333
2009,November,Average DO%,Site 01,121.5333333
2009,October,Average DO%,Site 01,127.8333333
2009,September,Average DO%,Site 01,102.0666667
2009,August,Average DO%,Site 01,125.1333333
2009,July,Average DO%,Site 01,89.93333333
2009,June,Average DO%,Site 01,122.7666667
2009,May,Average DO%,Site 01,130.2
2009,April,Average DO%,Site 01,125.6666667
2009,March,Average DO%,Site 01,113.5333333
2009,February,Average DO%,Site 01,93.66666667
2009,January,Average DO%,Site 01,92.3
2009,December,Average H2O temperature (Celcius),Site 16,3.566666667
2009,October,Average H2O temperature (Celcius),Site 16,11.06666667
2009,September,Average H2O temperature (Celcius),Site 16,18.78333333
2009,August,Average H2O temperature (Celcius),Site 16,20.35
2009,July,Average H2O temperature (Celcius),Site 16,19.51666667
2009,June,Average H2O temperature (Celcius),Site 16,18.15
2009,May,Average H2O temperature (Celcius),Site 16,14.31666667
2009,April,Average H2O temperature (Celcius),Site 16,10.45
2009,March,Average H2O temperature (Celcius),Site 16,10.45
2009,February,Average H2O temperature (Celcius),Site 16,6.2
2009,January,Average H2O temperature (Celcius),Site 16,4.183333333
2009,December,Average H2O temperature (Celcius),Site 15,3.62
2009,October,Average H2O temperature (Celcius),Site 15,14.66666667
2009,September,Average H2O temperature (Celcius),Site 15,15.43333333
2009,August,Average H2O temperature (Celcius),Site 15,17.2
2009,July,Average H2O temperature (Celcius),Site 15,18.76666667
2009,June,Average H2O temperature (Celcius),Site 15,17.35
2009,May,Average H2O temperature (Celcius),Site 15,13.76666667
2009,April,Average H2O temperature (Celcius),Site 15,8.45
2009,March,Average H2O temperature (Celcius),Site 15,9.45
2009,February,Average H2O temperature (Celcius),Site 15,4.983333333
2009,January,Average H2O temperature (Celcius),Site 15,4.666666667
2009,December,Average H2O temperature (Celcius),Site 13,0.783333333
2009,October,Average H2O temperature (Celcius),Site 13,8.4
2009,September,Average H2O temperature (Celcius),Site 13,12.11666667
2009,August,Average H2O temperature (Celcius),Site 13,16.35
2009,July,Average H2O temperature (Celcius),Site 13,13.1
2009,June,Average H2O temperature (Celcius),Site 13,12.36666667
2009,May,Average H2O temperature (Celcius),Site 13,12.76666667
2009,April,Average H2O temperature (Celcius),Site 13,6.15
2009,March,Average H2O temperature (Celcius),Site 13,7.65
2009,February,Average H2O temperature (Celcius),Site 13,2.9
2009,January,Average H2O temperature (Celcius),Site 13,5.55
2009,December,Average H2O temperature (Celcius),Site 12,0.95
2009,October,Average H2O temperature (Celcius),Site 12,7.183333333
2009,September,Average H2O temperature (Celcius),Site 12,13.66666667
2009,August,Average H2O temperature (Celcius),Site 12,17.13333333
2009,July,Average H2O temperature (Celcius),Site 12,18.08333333
2009,June,Average H2O temperature (Celcius),Site 12,15.56666667
2009,May,Average H2O temperature (Celcius),Site 12,13
2009,April,Average H2O temperature (Celcius),Site 12,9.066666667
2009,March,Average H2O temperature (Celcius),Site 12,9.566666667
2009,February,Average H2O temperature (Celcius),Site 12,4.7
2009,January,Average H2O temperature (Celcius),Site 12,5.9
2009,December,Average H2O temperature (Celcius),Site 11,3.442
2009,October,Average H2O temperature (Celcius),Site 11,8.683333333
2009,September,Average H2O temperature (Celcius),Site 11,16.13333333
2009,August,Average H2O temperature (Celcius),Site 11,14.3
2009,July,Average H2O temperature (Celcius),Site 11,14.61666667
2009,June,Average H2O temperature (Celcius),Site 11,14.58333333
2009,May,Average H2O temperature (Celcius),Site 11,10.13333333
2009,April,Average H2O temperature (Celcius),Site 11,8.533333333
2009,March,Average H2O temperature (Celcius),Site 11,9.7
2009,February,Average H2O temperature (Celcius),Site 11,4.1
2009,January,Average H2O temperature (Celcius),Site 11,5.766666667
2009,December,Average H2O temperature (Celcius),Site 10,1.65
2009,October,Average H2O temperature (Celcius),Site 10,12.36666667
2009,September,Average H2O temperature (Celcius),Site 10,22.05
2009,August,Average H2O temperature (Celcius),Site 10,21.03333333
2009,July,Average H2O temperature (Celcius),Site 10,23.13333333
2009,June,Average H2O temperature (Celcius),Site 10,24.41666667
2009,May,Average H2O temperature (Celcius),Site 10,16.1
2009,April,Average H2O temperature (Celcius),Site 10,8.95
2009,March,Average H2O temperature (Celcius),Site 10,9.4
2009,February,Average H2O temperature (Celcius),Site 10,6.266666667
2009,January,Average H2O temperature (Celcius),Site 10,4.3
2009,December,Average H2O temperature (Celcius),Site 09,4.35
2009,October,Average H2O temperature (Celcius),Site 09,13.25
2009,September,Average H2O temperature (Celcius),Site 09,18.36666667
2009,August,Average H2O temperature (Celcius),Site 09,21.61666667
2009,July,Average H2O temperature (Celcius),Site 09,21.45
2009,June,Average H2O temperature (Celcius),Site 09,19
2009,May,Average H2O temperature (Celcius),Site 09,17.2
2009,April,Average H2O temperature (Celcius),Site 09,12.2
2009,March,Average H2O temperature (Celcius),Site 09,10.45
2009,February,Average H2O temperature (Celcius),Site 09,5.1
2009,January,Average H2O temperature (Celcius),Site 09,4.3
2009,December,Average H2O temperature (Celcius),Site 08,7.15
2009,November,Average H2O temperature (Celcius),Site 08,7
2009,October,Average H2O temperature (Celcius),Site 08,14.2
2009,September,Average H2O temperature (Celcius),Site 08,19.65
2009,August,Average H2O temperature (Celcius),Site 08,19.45
2009,July,Average H2O temperature (Celcius),Site 08,21.06666667
2009,June,Average H2O temperature (Celcius),Site 08,21.55
2009,May,Average H2O temperature (Celcius),Site 08,16.85
2009,April,Average H2O temperature (Celcius),Site 08,13.81666667
2009,March,Average H2O temperature (Celcius),Site 08,9.283333333
2009,February,Average H2O temperature (Celcius),Site 08,9.15
2009,January,Average H2O temperature (Celcius),Site 08,4.2
2009,December,Average H2O temperature (Celcius),Site 07,8.75
2009,November,Average H2O temperature (Celcius),Site 07,14.65
2009,October,Average H2O temperature (Celcius),Site 07,17.7
2009,September,Average H2O temperature (Celcius),Site 07,22.11666667
2009,August,Average H2O temperature (Celcius),Site 07,26.21666667
2009,July,Average H2O temperature (Celcius),Site 07,22.33333333
2009,June,Average H2O temperature (Celcius),Site 07,20.95
2009,May,Average H2O temperature (Celcius),Site 07,17.15
2009,April,Average H2O temperature (Celcius),Site 07,13.16666667
2009,March,Average H2O temperature (Celcius),Site 07,9.433333333
2009,February,Average H2O temperature (Celcius),Site 07,7.516666667
2009,January,Average H2O temperature (Celcius),Site 07,6.766666667
2009,December,Average H2O temperature (Celcius),Site 06,1.75
2009,November,Average H2O temperature (Celcius),Site 06,6.816666667
2009,October,Average H2O temperature (Celcius),Site 06,10.5
2009,September,Average H2O temperature (Celcius),Site 06,15.73333333
2009,August,Average H2O temperature (Celcius),Site 06,20.81666667
